Fecha,Pais,Contagios,Recuperados,Muertos
2021-01-18,Germany,2059382,1713196,47263
2021-01-19,Germany,2071615,1757713,48997
2021-01-20,Germany,2100618,1778319,50010
2021-01-21,Germany,2108895,1797648,50876
2021-01-22,Germany,2125261,1813894,51713
2021-01-23,Germany,2137691,1826161,51873
2021-01-24,Germany,2147769,1840970,52296
2021-01-25,Germany,2154656,1859936,53127
2021-01-26,Germany,2164043,1881933,53619
2021-01-27,Germany,2179679,1881933,54498
2021-01-28,Germany,2194562,1915501,55883
2021-01-29,Germany,2207393,1917964,56286
2021-01-30,Germany,2224911,1938929,57105
2021-01-31,Germany,2225659,1940046,57163
2021-02-01,Germany,2232327,1967132,58059
2021-02-02,Germany,2240017,1986214,58992
2021-02-03,Germany,2252504,2003831,59776
2021-02-04,Germany,2265536,2020303,60634
2021-02-05,Germany,2276371,2033168,61324
2021-02-06,Germany,2285003,2041988,61551
2021-02-07,Germany,2291673,2052656,61708
2021-02-08,Germany,2296323,2054340,62191
2021-02-09,Germany,2302051,2081966,63006
2021-02-10,Germany,2311297,2096775,63672
2021-02-11,Germany,2321225,2109508,64224
2021-02-12,Germany,2330422,2120342,64771
2021-02-13,Germany,2336906,2128002,64990
2021-02-14,Germany,2341744,2136933,65107
2021-02-15,Germany,2346876,2148269,65288
2021-02-16,Germany,2352766,2161100,65829
2021-02-17,Germany,2362364,2172312,66732
2021-02-18,Germany,2372209,2182370,67245
2021-02-19,Germany,2381259,2191208,67741
2021-02-20,Germany,2388421,2197065,67883
2021-02-21,Germany,2394515,2204110,67946
2021-02-22,Germany,2399499,2212439,68363
2021-02-23,Germany,2405263,2221972,68785
2021-02-24,Germany,2416037,2231073,69170
2021-02-25,Germany,2427069,2232050,69343
2021-02-26,Germany,2436506,2247173,69939
2021-02-27,Germany,2444177,2252970,70092
2021-02-28,Germany,2450295,2259548,70152
2021-03-01,Germany,2455569,2260719,70514
2021-03-02,Germany,2462061,2277626,70926
2021-03-03,Germany,2472913,2286728,71285
2021-03-04,Germany,2484306,2295405,71554
2021-03-05,Germany,2493887,2302899,71852
2021-03-06,Germany,2502151,2308094,71951
2021-03-07,Germany,2508655,2314400,71984
2021-03-08,Germany,2513784,2322734,72236
2021-03-09,Germany,2520618,2331890,72534
2021-03-10,Germany,2541781,2340473,72858
2021-03-11,Germany,2546526,2349384,73120
2021-03-12,Germany,2559296,2356590,73348
2021-03-13,Germany,2569864,2357374,73369
2021-03-14,Germany,2578842,2368995,73463
2021-03-15,Germany,2585385,2377584,73701
2021-03-16,Germany,2603064,2387232,73952
2021-03-17,Germany,2610769,2387743,74043
2021-03-18,Germany,2639258,2405600,74402
2021-03-19,Germany,2654734,2413584,74608
2021-03-20,Germany,2669233,2419292,74706
2021-03-21,Germany,2670001,2426700,74756
2021-03-22,Germany,2678262,2437183,75009
2021-03-23,Germany,2699231,2448828,75255
2021-03-24,Germany,2722988,2460019,75484
2021-03-25,Germany,2744608,2471558,75669
2021-03-26,Germany,2765297,2481908,75828
2021-03-27,Germany,2782925,2489198,75915
2021-03-28,Germany,2784652,2499010,75959
2021-03-29,Germany,2794949,2511417,76139
2021-03-30,Germany,2818630,2525580,76389
2021-03-31,Germany,2843644,2539660,76589
2021-04-01,Germany,2866323,2552020,76823
2021-04-02,Germany,2882356,2566530,76940
2021-04-03,Germany,2886029,2575740,77010
2021-04-04,Germany,2896329,2585850,77060
2021-04-05,Germany,2902309,2587580,77136
2021-04-06,Germany,2909902,2604890,77245
2021-04-07,Germany,2940279,2638320,77755
2021-04-08,Germany,2966789,2640300,78049
2021-04-09,Germany,2990724,2654930,78295
2021-04-10,Germany,3009452,2668910,78402
2021-04-11,Germany,3012158,2692230,78500
2021-04-12,Germany,3024604,2708320,78796
2021-04-13,Germany,3054025,2726910,79137
2021-04-14,Germany,3085142,2744940,79427
2021-04-15,Germany,3110252,2747460,79672
2021-04-16,Germany,3134108,2763260,79894
2021-04-17,Germany,3154305,2784540,79971
2021-04-18,Germany,3155522,2795080,80052
2021-04-19,Germany,3167137,2811890,80353
2021-04-20,Germany,3198534,2831440,80680
2021-04-21,Germany,3222888,2852890,80938
2021-04-22,Germany,3254609,2856510,81203
2021-04-23,Germany,3276871,2876690,81492
2021-04-24,Germany,3291293,2902900,81610
2021-04-25,Germany,3306692,2917730,81671
2021-04-26,Germany,3312653,2939900,82009
2021-04-27,Germany,3338564,2960900,82325
2021-04-28,Germany,3366827,2966590,82588
2021-04-29,Germany,3391039,2987910,82865
2021-04-30,Germany,3405365,3008640,83097
2021-05-01,Germany,3423900,3025120,83207
2021-05-02,Germany,3432676,3051730,83292
2021-05-03,Germany,3438186,3053770,83605
2021-05-04,Germany,3462297,3075230,83890
2021-05-05,Germany,3484755,3118660,84141
2021-05-06,Germany,3502672,3140330,84425
2021-05-07,Germany,3517762,3142640,84659
2021-05-08,Germany,3530887,3160630,84789
2021-05-09,Germany,3530887,3187100,84844
2021-05-10,Germany,3538208,3188710,85118
2021-05-11,Germany,3557904,3231090,85385
2021-05-12,Germany,3564494,3233630,85451
2021-05-13,Germany,3578125,3268190,85853
2021-05-14,Germany,3588502,3284300,86030
2021-05-15,Germany,3595872,3292700,86100
2021-05-16,Germany,3602939,3306260,86166
2021-05-17,Germany,3608320,3323190,86386
2021-05-18,Germany,3615896,3342350,86671
2021-05-19,Germany,3627777,3359530,86908
2021-05-20,Germany,3638504,3376100,87135
2021-05-21,Germany,3646600,3390400,87303
2021-05-22,Germany,3653019,3398700,87385
2021-05-23,Germany,3657662,3410040,87429
2021-05-24,Germany,3659990,3425380,87461
2021-05-25,Germany,3662568,3439570,87733
2021-05-26,Germany,3667041,3452290,88000
2021-05-27,Germany,3673990,3463130,88192
2021-05-28,Germany,3680159,3472650,88360
2021-05-29,Germany,3684672,3479700,88413
2021-05-30,Germany,3687715,3487850,88431
2021-05-31,Germany,3689921,3498580,88601
2021-06-01,Germany,3692908,3509660,88781
2021-06-02,Germany,3698004,3518860,88945
2021-06-03,Germany,3701692,3526110,89031
2021-06-04,Germany,3704685,3533860,89152
2021-06-05,Germany,3706934,3538290,89228
2021-06-06,Germany,3708898,3542000,89249
2021-06-07,Germany,3710342,3549820,89390
2021-06-08,Germany,3712595,3557840,89497
2021-06-09,Germany,3715870,3563140,89592
2021-06-10,Germany,3718617,3568460,89693
2021-06-11,Germany,3720811,3574000,89821
2021-06-12,Germany,3722295,3577840,89841
2021-06-13,Germany,3723295,3581340,89849
2021-06-14,Germany,3724168,3585660,89944
2021-06-15,Germany,3725328,3590610,90079
2021-06-16,Germany,3726767,3593730,90185
2021-06-17,Germany,3727668,3597940,90277
2021-06-18,Germany,3728601,3600360,90374
2021-06-19,Germany,3729597,3602150,90390
2021-06-20,Germany,3730126,3604050,90400
2021-06-21,Germany,3730619,3606150,90477
2021-06-22,Germany,3731304,3609310,90553
2021-06-23,Germany,3732439,3612840,90620
2021-06-24,Germany,3732914,3616140,90685
2021-06-25,Germany,3733665,3617470,90752
2021-06-26,Germany,3734153,3618510,90761
2021-06-27,Germany,3734489,3619010,90768
2021-06-28,Germany,3734830,3620830,90826
2021-06-29,Germany,3735399,3622220,90883
2021-06-30,Germany,3736205,3623800,90945
2021-07-01,Germany,3736959,3625010,91014
2021-07-02,Germany,3737630,3625740,91032
2021-07-03,Germany,3738059,3626610,91040
2021-07-04,Germany,3738470,3627520,91039
2021-07-05,Germany,3738862,3628600,91068
2021-07-06,Germany,3739575,3628910,91118
2021-07-07,Germany,3740567,3630340,91148
2021-07-08,Germany,3741470,3631310,91197
2021-07-09,Germany,3742355,3632230,91232
2021-07-10,Germany,3743164,3632330,91239
2021-07-11,Germany,3743732,3632930,91241
2021-07-12,Germany,3744285,3633520,91268
2021-07-13,Germany,3745312,3634550,91295
2021-07-14,Germany,3746935,3635420,91326
2021-07-15,Germany,3748379,3636120,91346
2021-07-16,Germany,3749944,3636960,91367
2021-07-17,Germany,3751253,3637480,91369
2021-07-18,Germany,3752236,3638720,91370
2021-07-19,Germany,3753220,3639640,91404
2021-07-20,Germany,3754846,3640270,91423
2021-07-21,Germany,3756497,3641100,91466
2021-07-22,Germany,3758425,3642010,91505
2021-07-23,Germany,3760291,3642120,91514
2021-07-24,Germany,3761869,3643350,91531
2021-07-25,Germany,3763018,3644560,91534
2021-07-26,Germany,3764441,3645870,91573
2021-07-27,Germany,3766501,3647240,91592
2021-07-28,Germany,3777236,3653990,91709
2021-07-29,Germany,3772326,3649670,91622
2021-07-30,Germany,3774918,3652400,91663
2021-07-31,Germany,3776724,3653150,91666
2021-08-01,Germany,3778277,3654720,91666
2021-08-02,Germany,3779797,3654950,91685
2021-08-03,Germany,3782344,3658150,91710
2021-08-04,Germany,3786003,3659260,91736
2020-02-28,New Zealand,1,0,0
2020-02-29,New Zealand,1,0,0
2020-03-01,New Zealand,1,0,0
2020-03-02,New Zealand,1,0,0
2020-03-03,New Zealand,1,0,0
2020-03-04,New Zealand,3,0,0
2020-03-05,New Zealand,3,0,0
2020-03-06,New Zealand,4,0,0
2020-03-07,New Zealand,5,0,0
2020-03-08,New Zealand,5,0,0
2020-03-09,New Zealand,5,0,0
2020-03-10,New Zealand,5,0,0
2020-03-11,New Zealand,5,0,0
2020-03-12,New Zealand,5,0,0
2020-03-13,New Zealand,5,0,0
2020-03-14,New Zealand,6,0,0
2020-03-15,New Zealand,8,0,0
2020-03-16,New Zealand,8,0,0
2020-03-17,New Zealand,12,0,0
2020-03-18,New Zealand,20,0,0
2020-03-19,New Zealand,28,0,0
2020-03-20,New Zealand,39,0,0
2020-03-21,New Zealand,52,0,0
2020-03-22,New Zealand,102,0,0
2020-03-23,New Zealand,102,0,0
2020-03-24,New Zealand,155,12,0
2020-03-25,New Zealand,205,22,0
2020-03-26,New Zealand,283,27,0
2020-03-27,New Zealand,368,37,0
2020-03-28,New Zealand,451,50,0
2020-03-29,New Zealand,514,56,1
2020-03-30,New Zealand,589,63,1
2020-03-31,New Zealand,647,74,1
2020-04-01,New Zealand,708,83,1
2020-04-02,New Zealand,797,92,1
2020-04-03,New Zealand,868,103,1
2020-04-04,New Zealand,950,127,1
2020-04-05,New Zealand,1039,156,1
2020-04-06,New Zealand,1106,176,1
2020-04-07,New Zealand,1160,241,1
2020-04-08,New Zealand,1210,282,1
2020-04-09,New Zealand,1239,317,1
2020-04-10,New Zealand,1283,373,2
2020-04-11,New Zealand,1312,422,4
2020-04-12,New Zealand,1330,471,4
2020-04-13,New Zealand,1349,546,5
2020-04-14,New Zealand,1366,628,9
2020-04-15,New Zealand,1386,728,9
2020-04-16,New Zealand,1401,770,9
2020-04-17,New Zealand,1409,816,11
2020-04-18,New Zealand,1422,867,11
2020-04-19,New Zealand,1431,912,12
2020-04-20,New Zealand,1440,974,12
2020-04-21,New Zealand,1445,1006,13
2020-04-22,New Zealand,1451,1036,14
2020-04-23,New Zealand,1456,1095,17
2020-04-24,New Zealand,1461,1118,18
2020-04-25,New Zealand,1470,1142,18
2020-04-26,New Zealand,1469,1180,19
2020-04-27,New Zealand,1472,1214,19
2020-04-28,New Zealand,1474,1229,19
2020-04-29,New Zealand,1476,1241,19
2020-04-30,New Zealand,1479,1252,19
2020-05-01,New Zealand,1485,1263,20
2020-05-02,New Zealand,1487,1266,20
2020-05-03,New Zealand,1487,1276,20
2020-05-04,New Zealand,1486,1302,20
2020-05-05,New Zealand,1488,1316,21
2020-05-06,New Zealand,1489,1332,21
2020-05-07,New Zealand,1490,1347,21
2020-05-08,New Zealand,1492,1368,21
2020-05-09,New Zealand,1494,1371,21
2020-05-10,New Zealand,1497,1386,21
2020-05-11,New Zealand,1497,1398,21
2020-05-12,New Zealand,1497,1402,21
2020-05-13,New Zealand,1497,1411,21
2020-05-14,New Zealand,1498,1421,21
2020-05-15,New Zealand,1498,1428,21
2020-05-16,New Zealand,1499,1433,21
2020-05-17,New Zealand,1499,1433,21
2020-05-18,New Zealand,1499,1433,21
2020-05-19,New Zealand,1503,1447,21
2020-05-20,New Zealand,1503,1452,21
2020-05-21,New Zealand,1504,1455,21
2020-05-22,New Zealand,1504,1455,21
2020-05-23,New Zealand,1504,1456,21
2020-05-24,New Zealand,1504,1456,21
2020-05-25,New Zealand,1504,1461,21
2020-05-26,New Zealand,1504,1462,21
2020-05-27,New Zealand,1504,1474,22
2020-05-28,New Zealand,1504,1481,22
2020-05-29,New Zealand,1504,1481,22
2020-05-30,New Zealand,1504,1481,22
2020-05-31,New Zealand,1504,1481,22
2020-06-01,New Zealand,1504,1481,22
2020-06-02,New Zealand,1504,1481,22
2020-06-03,New Zealand,1504,1481,22
2020-06-04,New Zealand,1504,1481,22
2020-06-05,New Zealand,1504,1481,22
2020-06-06,New Zealand,1504,1481,22
2020-06-07,New Zealand,1504,1482,22
2020-06-08,New Zealand,1504,1482,22
2020-06-09,New Zealand,1504,1482,22
2020-06-10,New Zealand,1504,1482,22
2020-06-11,New Zealand,1504,1482,22
2020-06-12,New Zealand,1504,1482,22
2020-06-13,New Zealand,1504,1482,22
2020-06-14,New Zealand,1504,1482,22
2020-06-15,New Zealand,1506,1482,22
2020-06-16,New Zealand,1506,1482,22
2020-06-17,New Zealand,1507,1482,22
2020-06-18,New Zealand,1507,1482,22
2020-06-19,New Zealand,1509,1482,22
2020-06-20,New Zealand,1511,1482,22
2020-06-21,New Zealand,1513,1482,22
2020-06-22,New Zealand,1515,1483,22
2020-06-23,New Zealand,1516,1483,22
2020-06-24,New Zealand,1519,1484,22
2020-06-25,New Zealand,1520,1484,22
2020-06-26,New Zealand,1522,1484,22
2020-06-27,New Zealand,1526,1484,22
2020-06-28,New Zealand,1528,1484,22
2020-06-29,New Zealand,1528,1484,22
2020-06-30,New Zealand,1528,1484,22
2020-07-01,New Zealand,1530,1490,22
2020-07-02,New Zealand,1530,1490,22
2020-07-03,New Zealand,1530,1490,22
2020-07-04,New Zealand,1533,1490,22
2020-07-05,New Zealand,1534,1490,22
2020-07-06,New Zealand,1536,1492,22
2020-07-07,New Zealand,1537,1492,22
2020-07-08,New Zealand,1540,1494,22
2020-07-09,New Zealand,1542,1497,22
2020-07-10,New Zealand,1543,1497,22
2020-07-11,New Zealand,1544,1497,22
2020-07-12,New Zealand,1544,1497,22
2020-07-13,New Zealand,1545,1498,22
2020-07-14,New Zealand,1547,1498,22
2020-07-15,New Zealand,1548,1499,22
2020-07-16,New Zealand,1549,1506,22
2020-07-17,New Zealand,1550,1506,22
2020-07-18,New Zealand,1553,1506,22
2020-07-19,New Zealand,1554,1506,22
2020-07-20,New Zealand,1555,1506,22
2020-07-21,New Zealand,1555,1506,22
2020-07-22,New Zealand,1555,1511,22
2020-07-23,New Zealand,1556,1513,22
2020-07-24,New Zealand,1556,1513,22
2020-07-25,New Zealand,1556,1513,22
2020-07-26,New Zealand,1556,1513,22
2020-07-27,New Zealand,1557,1514,22
2020-07-28,New Zealand,1559,1514,22
2020-07-29,New Zealand,1560,1514,22
2020-07-30,New Zealand,1560,1518,22
2020-07-31,New Zealand,1562,1518,22
2020-08-01,New Zealand,1565,1518,22
2020-08-02,New Zealand,1567,1518,22
2020-08-03,New Zealand,1567,1523,22
2020-08-04,New Zealand,1569,1523,22
2020-08-05,New Zealand,1569,1524,22
2020-08-06,New Zealand,1569,1524,22
2020-08-07,New Zealand,1569,1524,22
2020-08-08,New Zealand,1569,1524,22
2020-08-09,New Zealand,1569,1526,22
2020-08-10,New Zealand,1570,1526,22
2020-08-11,New Zealand,1570,1526,22
2020-08-12,New Zealand,1589,1531,22
2020-08-13,New Zealand,1602,1531,22
2020-08-14,New Zealand,1609,1531,22
2020-08-15,New Zealand,1622,1531,22
2020-08-16,New Zealand,1631,1531,22
2020-08-17,New Zealand,1643,1531,22
2020-08-18,New Zealand,1649,1531,22
2020-08-19,New Zealand,1654,1531,22
2020-08-20,New Zealand,1665,1538,22
2020-08-21,New Zealand,1671,1538,22
2020-08-22,New Zealand,1674,1538,22
2020-08-23,New Zealand,1683,1538,22
2020-08-24,New Zealand,1690,1539,22
2020-08-25,New Zealand,1695,1539,22
2020-08-26,New Zealand,1702,1554,22
2020-08-27,New Zealand,1714,1561,22
2020-08-28,New Zealand,1727,1568,22
2020-08-29,New Zealand,1729,1570,22
2020-08-30,New Zealand,1738,1585,22
2020-08-31,New Zealand,1752,1598,22
2020-09-01,New Zealand,1757,1606,22
2020-09-02,New Zealand,1759,1622,22
2020-09-03,New Zealand,1764,1630,22
2020-09-04,New Zealand,1767,1631,24
2020-09-05,New Zealand,1772,1632,24
2020-09-06,New Zealand,1776,1634,24
2020-09-07,New Zealand,1782,1635,24
2020-09-08,New Zealand,1788,1639,24
2020-09-09,New Zealand,1792,1648,24
2020-09-10,New Zealand,1793,1655,24
2020-09-11,New Zealand,1795,1663,24
2020-09-12,New Zealand,1797,1676,24
2020-09-13,New Zealand,1798,1678,24
2020-09-14,New Zealand,1801,1694,24
2020-09-15,New Zealand,1802,1698,25
2020-09-16,New Zealand,1809,1707,25
2020-09-17,New Zealand,1809,1714,25
2020-09-18,New Zealand,1811,1719,25
2020-09-19,New Zealand,1815,1719,25
2020-09-20,New Zealand,1815,1728,25
2020-09-21,New Zealand,1815,1729,25
2020-09-22,New Zealand,1824,1737,25
2020-09-23,New Zealand,1827,1737,25
2020-09-24,New Zealand,1829,1744,25
2020-09-25,New Zealand,1831,1745,25
2020-09-26,New Zealand,1833,1749,25
2020-09-27,New Zealand,1833,1753,25
2020-09-28,New Zealand,1835,1755,25
2020-09-29,New Zealand,1836,1767,25
2020-09-30,New Zealand,1848,1770,25
2020-10-01,New Zealand,1848,1780,25
2020-10-02,New Zealand,1849,1783,25
2020-10-03,New Zealand,1854,1788,25
2020-10-04,New Zealand,1855,1790,25
2020-10-05,New Zealand,1858,1790,25
2020-10-06,New Zealand,1861,1799,25
2020-10-07,New Zealand,1864,1800,25
2020-10-08,New Zealand,1866,1800,25
2020-10-09,New Zealand,1870,1801,25
2020-10-10,New Zealand,1871,1801,25
2020-10-11,New Zealand,1871,1801,25
2020-10-12,New Zealand,1872,1808,25
2020-10-13,New Zealand,1874,1809,25
2020-10-14,New Zealand,1876,1809,25
2020-10-15,New Zealand,1880,1809,25
2020-10-16,New Zealand,1883,1818,25
2020-10-17,New Zealand,1886,1819,25
2020-10-18,New Zealand,1886,1824,25
2020-10-19,New Zealand,1887,1829,25
2020-10-20,New Zealand,1912,1831,25
2020-10-21,New Zealand,1914,1831,25
2020-10-22,New Zealand,1923,1832,25
2020-10-23,New Zealand,1934,1835,25
2020-10-24,New Zealand,1935,1840,25
2020-10-25,New Zealand,1940,1841,25
2020-10-26,New Zealand,1941,1848,25
2020-10-27,New Zealand,1943,1852,25
2020-10-28,New Zealand,1949,1854,25
2020-10-29,New Zealand,1950,1857,25
2020-10-30,New Zealand,1957,1857,25
2020-10-31,New Zealand,1959,1857,25
2020-11-01,New Zealand,1963,1857,25
2020-11-02,New Zealand,1968,1868,25
2020-11-03,New Zealand,1971,1873,25
2020-11-04,New Zealand,1973,1881,25
2020-11-05,New Zealand,1974,1905,25
2020-11-06,New Zealand,1976,1908,25
2020-11-07,New Zealand,1982,1909,25
2020-11-08,New Zealand,1986,1910,25
2020-11-09,New Zealand,1987,1910,25
2020-11-10,New Zealand,1988,1911,25
2020-11-11,New Zealand,1991,1913,25
2020-11-12,New Zealand,1995,1917,25
2020-11-13,New Zealand,1998,1918,25
2020-11-14,New Zealand,2001,1918,25
2020-11-15,New Zealand,2001,1918,25
2020-11-16,New Zealand,2005,1919,25
2020-11-17,New Zealand,2008,1919,25
2020-11-18,New Zealand,2010,1948,25
2020-11-19,New Zealand,2013,1948,25
2020-11-20,New Zealand,2019,1952,25
2020-11-21,New Zealand,2028,1953,25
2020-11-22,New Zealand,2030,1953,25
2020-11-23,New Zealand,2031,1953,25
2020-11-24,New Zealand,2039,1955,25
2020-11-25,New Zealand,2040,1955,25
2020-11-26,New Zealand,2047,1956,25
2020-11-27,New Zealand,2050,1956,25
2020-11-28,New Zealand,2050,1956,25
2020-11-29,New Zealand,2056,1959,25
2020-11-30,New Zealand,2059,1962,25
2020-12-01,New Zealand,2060,1963,25
2020-12-02,New Zealand,2069,1974,25
2020-12-03,New Zealand,2069,1983,25
2020-12-04,New Zealand,2078,1994,25
2020-12-05,New Zealand,2078,1997,25
2020-12-06,New Zealand,2079,1998,25
2020-12-07,New Zealand,2085,2006,25
2020-12-08,New Zealand,2088,2008,25
2020-12-09,New Zealand,2088,2008,25
2020-12-10,New Zealand,2092,2010,25
2020-12-11,New Zealand,2092,2010,25
2020-12-12,New Zealand,2096,2015,25
2020-12-13,New Zealand,2096,2015,25
2020-12-14,New Zealand,2096,2015,25
2020-12-15,New Zealand,2100,2032,25
2020-12-16,New Zealand,2100,2032,25
2020-12-17,New Zealand,2110,2034,25
2020-12-18,New Zealand,2110,2034,25
2020-12-19,New Zealand,2116,2036,25
2020-12-20,New Zealand,2121,2037,25
2020-12-21,New Zealand,2121,2037,25
2020-12-22,New Zealand,2128,2054,25
2020-12-23,New Zealand,2128,2054,25
2020-12-24,New Zealand,2128,2054,25
2020-12-25,New Zealand,2128,2054,25
2020-12-26,New Zealand,2144,2069,25
2020-12-27,New Zealand,2144,2069,25
2020-12-28,New Zealand,2151,2077,25
2020-12-29,New Zealand,2151,2077,25
2020-12-30,New Zealand,2162,2082,25
2020-12-31,New Zealand,2162,2082,25
2021-01-01,New Zealand,2162,2082,25
2021-01-02,New Zealand,2181,2084,25
2021-01-03,New Zealand,2181,2084,25
2021-01-04,New Zealand,2186,2100,25
2021-01-05,New Zealand,2186,2100,25
2021-01-06,New Zealand,2188,2101,25
2021-01-07,New Zealand,2188,2101,25
2021-01-08,New Zealand,2188,2101,25
2021-01-09,New Zealand,2219,2119,25
2021-01-10,New Zealand,2222,2120,25
2021-01-11,New Zealand,2222,2120,25
2021-01-12,New Zealand,2228,2141,25
2021-01-13,New Zealand,2228,2141,25
2021-01-14,New Zealand,2246,2145,25
2021-01-15,New Zealand,2246,2145,25
2021-01-16,New Zealand,2256,2149,25
2021-01-17,New Zealand,2262,2152,25
2021-01-18,New Zealand,2262,2152,25
2021-01-19,New Zealand,2267,2166,25
2021-01-20,New Zealand,2267,2166,25
2021-01-21,New Zealand,2276,2178,25
2021-01-22,New Zealand,2276,2178,25
2021-01-23,New Zealand,2283,2179,25
2021-01-24,New Zealand,2288,2199,25
2021-01-25,New Zealand,2290,2200,25
2021-01-26,New Zealand,2295,2201,25
2021-01-27,New Zealand,2299,2205,25
2021-01-28,New Zealand,2305,2208,25
2021-01-29,New Zealand,2303,2207,25
2021-01-30,New Zealand,2304,2208,25
2021-01-31,New Zealand,2304,2208,25
2021-02-01,New Zealand,2307,2210,25
2021-02-02,New Zealand,2308,2222,25
2021-02-03,New Zealand,2313,2228,25
2021-02-04,New Zealand,2315,2228,25
2021-02-05,New Zealand,2315,2228,25
2021-02-06,New Zealand,2320,2229,25
2021-02-07,New Zealand,2320,2229,25
2021-02-08,New Zealand,2322,2230,25
2021-02-09,New Zealand,2324,2240,25
2021-02-10,New Zealand,2324,2245,25
2021-02-11,New Zealand,2326,2257,25
2021-02-12,New Zealand,2328,2258,25
2021-02-13,New Zealand,2330,2258,25
2021-02-14,New Zealand,2336,2264,25
2021-02-15,New Zealand,2337,2265,26
2021-02-16,New Zealand,2340,2265,26
2021-02-17,New Zealand,2344,2272,26
2021-02-18,New Zealand,2348,2272,26
2021-02-19,New Zealand,2350,2273,26
2021-02-20,New Zealand,2350,2273,26
2021-02-21,New Zealand,2357,2277,26
2021-02-22,New Zealand,2363,2277,26
2021-02-23,New Zealand,2365,2277,26
2021-02-24,New Zealand,2368,2277,26
2021-02-25,New Zealand,2371,2278,26
2021-02-26,New Zealand,2372,2280,26
2021-02-27,New Zealand,2376,2285,26
2021-02-28,New Zealand,2378,2285,26
2021-03-01,New Zealand,2382,2287,26
2021-03-02,New Zealand,2384,2296,26
2021-03-03,New Zealand,2389,2295,26
2021-03-04,New Zealand,2389,2295,26
2021-03-05,New Zealand,2398,2301,26
2021-03-06,New Zealand,2399,2301,26
2021-03-07,New Zealand,2405,2301,26
2021-03-08,New Zealand,2409,2304,26
2021-03-09,New Zealand,2410,2304,26
2021-03-10,New Zealand,2416,2305,26
2021-03-11,New Zealand,2417,2305,26
2021-03-12,New Zealand,2422,2308,26
2021-03-13,New Zealand,2423,2310,26
2021-03-14,New Zealand,2430,2311,26
2021-03-15,New Zealand,2432,2311,26
2021-03-16,New Zealand,2434,2311,26
2021-03-17,New Zealand,2434,2311,26
2021-03-18,New Zealand,2444,2363,26
2021-03-19,New Zealand,2444,2363,26
2021-03-20,New Zealand,2453,2369,26
2021-03-21,New Zealand,2462,2373,26
2021-03-22,New Zealand,2462,2373,26
2021-03-23,New Zealand,2470,2377,26
2021-03-24,New Zealand,2476,2379,26
2021-03-25,New Zealand,2479,2379,26
2021-03-26,New Zealand,2481,2381,26
2021-03-27,New Zealand,2482,2381,26
2021-03-28,New Zealand,2493,2381,26
2021-03-29,New Zealand,2495,2389,26
2021-03-30,New Zealand,2497,2399,26
2021-03-31,New Zealand,2501,2408,26
2021-04-01,New Zealand,2501,2408,26
2021-04-02,New Zealand,2501,2408,26
2021-04-03,New Zealand,2501,2408,26
2021-04-04,New Zealand,2507,2420,26
2021-04-05,New Zealand,2524,2424,26
2021-04-06,New Zealand,2531,2424,26
2021-04-07,New Zealand,2555,2434,26
2021-04-08,New Zealand,2561,2440,26
2021-04-09,New Zealand,2571,2440,26
2021-04-10,New Zealand,2574,2440,26
2021-04-11,New Zealand,2583,2457,26
2021-04-12,New Zealand,2587,2459,26
2021-04-13,New Zealand,2589,2462,26
2021-04-14,New Zealand,2591,2464,26
2021-04-15,New Zealand,2591,2464,26
2021-04-16,New Zealand,2591,2464,26
2021-04-17,New Zealand,2595,2467,26
2021-04-18,New Zealand,2596,2468,26
2021-04-19,New Zealand,2597,2485,26
2021-04-20,New Zealand,2599,2490,26
2021-04-21,New Zealand,2600,2494,26
2021-04-22,New Zealand,2600,2542,26
2021-04-23,New Zealand,2600,2542,26
2021-04-24,New Zealand,2601,2542,26
2021-04-25,New Zealand,2601,2542,26
2021-04-26,New Zealand,2609,2547,26
2021-04-27,New Zealand,2609,2547,26
2021-04-28,New Zealand,2613,2564,26
2021-04-29,New Zealand,2613,2564,26
2021-04-30,New Zealand,2613,2564,26
2021-05-01,New Zealand,2618,2568,26
2021-05-02,New Zealand,2622,2571,26
2021-05-03,New Zealand,2623,2573,26
2021-05-04,New Zealand,2629,2578,26
2021-05-05,New Zealand,2633,2579,26
2021-05-06,New Zealand,2634,2582,26
2021-05-07,New Zealand,2634,2582,26
2021-05-08,New Zealand,2642,2589,26
2021-05-09,New Zealand,2644,2591,26
2021-05-10,New Zealand,2644,2591,26
2021-05-11,New Zealand,2643,2591,26
2021-05-12,New Zealand,2644,2600,26
2021-05-13,New Zealand,2645,2601,26
2021-05-14,New Zealand,2645,2601,26
2021-05-15,New Zealand,2646,2601,26
2021-05-16,New Zealand,2651,2607,26
2021-05-17,New Zealand,2653,2608,26
2021-05-18,New Zealand,2658,2608,26
2021-05-19,New Zealand,2659,2609,26
2021-05-20,New Zealand,2662,2613,26
2021-05-21,New Zealand,2663,2613,26
2021-05-22,New Zealand,2669,2615,26
2021-05-23,New Zealand,2669,2615,26
2021-05-24,New Zealand,2670,2621,26
2021-05-25,New Zealand,2670,2621,26
2021-05-26,New Zealand,2671,2623,26
2021-05-27,New Zealand,2671,2623,26
2021-05-28,New Zealand,2671,2623,26
2021-05-29,New Zealand,2673,2630,26
2021-05-30,New Zealand,2674,2630,26
2021-05-31,New Zealand,2674,2630,26
2021-06-01,New Zealand,2680,2635,26
2021-06-02,New Zealand,2682,2638,26
